human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,mouse_accession,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_prot,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_prot,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_prot,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_prot,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_prot,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_prot,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_prot,Abundances (Grouped): BA Pool Ftl 130N_prot,Abundances (Grouped): Ftl Pool 130C_prot,Abundances (Grouped): Pool Ftl 131_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_prot,Mmus_C57-6J_LVR_GC_I_Rep2_M32_prot,Mmus_C57-6J_LVR_GC_C_Rep1_M36_prot,Mmus_C57-6J_LVR_GC_C_Rep2_M37_prot,Mmus_C57-6J_LVR_GC_C_Rep3_M38_prot,Mmus_C57-6J_LVR_GC_C_Rep4_M39_prot,Abundances (Grouped): NASA GC 129C_prot,Abundances (Grouped): BA Pool GC 130N_prot,Abundances (Grouped): GC Pool 130C_prot,Abundances (Grouped): Pool GC 131_prot,Description_prot,Coverage [%]_prot,Mmus_C57-6J_LVR_GC_I_Rep1_M31_rna,Mmus_C57-6J_LVR_GC_I_Rep2_M32_rna,Mmus_C57-6J_LVR_FLT_I_Rep1_M21_rna,Mmus_C57-6J_LVR_FLT_I_Rep2_M22_rna,Mmus_C57-6J_LVR_GC_C_Rep1_M36_rna,Mmus_C57-6J_LVR_GC_C_Rep2_M37_rna,Mmus_C57-6J_LVR_GC_C_Rep3_M38_rna,Mmus_C57-6J_LVR_GC_C_Rep4_M39_rna,Mmus_C57-6J_LVR_GC_C_Rep5_M40_rna,Mmus_C57-6J_LVR_FLT_C_Rep1_M25_rna,Mmus_C57-6J_LVR_FLT_C_Rep2_M26_rna,Mmus_C57-6J_LVR_FLT_C_Rep3_M27_rna,Mmus_C57-6J_LVR_FLT_C_Rep4_M28_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna
ENSG00000055044,Q9Y2X3,NOP58,ENSMUSG00000026020,Nop58,Q6DFW4,26.9,13.9,29.6,38.0,30.4,29.9,29.0,19.5,29.3,27.4,14.8,11.0,29.4,18.9,21.7,24.5,19.2,19.1,14.2,28.7,Nucleolar protein 58 OS=Mus musculus OX=10090 GN=Nop58 PE=1 SV=1,7,352.910076932206,305.268681805271,338.561455711222,342.03422993087,429.551754867188,413.208324139369,477.461619486917,424.124865750443,465.729772681731,456.387742095555,730.963231468315,485.026272101493,717.258770361224,431.980640304241
ENSG00000064012,Q14790,CASP8,ENSMUSG00000026029,Casp8,O89110,,,,,,,,,,,30.8,26.3,30.7,22.3,35.7,26.5,18.7,25.0,25.6,44.7,Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1,5,527.058902895861,385.472881547545,417.755254363416,443.619796925433,359.368822278144,423.47408218372,417.342478953558,433.505952440807,481.843162887307,416.782775617113,320.858211850973,312.228603829334,335.087819677116,388.007559400497
ENSG00000064012,Q14790,CASP8,ENSMUSG00000026029,Casp8,O89110,,,,,,,,,,,30.8,26.3,30.7,22.3,35.7,26.5,18.7,25.0,25.6,44.7,Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1,5,527.058902895861,385.472881547545,417.755254363416,443.619796925433,359.368822278144,423.47408218372,417.342478953558,433.505952440807,481.843162887307,416.782775617113,320.858211850973,312.228603829334,335.087819677116,388.007559400497
ENSG00000072135,Q99952,PTPN18,ENSMUSG00000026126,Ptpn18,Q61152,127.0,77.4,150.9,167.3,136.0,149.4,138.1,112.0,134.0,123.3,109.0,92.4,155.7,130.2,120.6,136.8,108.0,117.0,88.3,158.5,Tyrosine-protein phosphatase non-receptor type 18 OS=Mus musculus OX=10090 GN=Ptpn18 PE=1 SV=1,2,64.193337451599,43.9691289834094,62.4551785033187,94.601176112923,117.831683512596,65.1412547126676,116.827917894682,85.857638650807,52.3255882820674,90.3536009850553,107.448479557326,133.263460081041,39.5918743755275,64.5646887681819
ENSG00000074582,Q9Y276,BCS1L,ENSMUSG00000026172,Bcs1l,Q9CZP5,,,,,,,,,,,19.7,19.7,18.9,21.4,20.3,22.9,14.3,16.0,21.3,30.5,Mitochondrial chaperone BCS1 OS=Mus musculus OX=10090 GN=Bcs1l PE=1 SV=1,13,305.419405683448,312.245184121167,271.6632769964,294.804986213895,321.029946791932,208.594541987594,185.305781389458,271.635516330341,252.467622076377,229.836541492872,268.967684090729,278.473682211316,297.112827224672,241.491357487654
ENSG00000074582,Q9Y276,BCS1L,ENSMUSG00000026172,Bcs1l,Q9CZP5,,,,,,,,,,,19.7,19.7,18.9,21.4,20.3,22.9,14.3,16.0,21.3,30.5,Mitochondrial chaperone BCS1 OS=Mus musculus OX=10090 GN=Bcs1l PE=1 SV=1,13,305.419405683448,312.245184121167,271.6632769964,294.804986213895,321.029946791932,208.594541987594,185.305781389458,271.635516330341,252.467622076377,229.836541492872,268.967684090729,278.473682211316,297.112827224672,241.491357487654
ENSG00000075914,Q15024,EXOSC7,ENSMUSG00000025785,Exosc7,Q9D0M0,51.0,32.2,54.1,62.9,61.0,54.2,54.8,50.8,43.4,43.8,64.4,59.0,116.0,78.2,86.9,96.1,67.7,70.8,68.6,93.2,Exosome complex exonuclease RRP42 OS=Mus musculus OX=10090 GN=Exosc7 PE=1 SV=2,4,331.45633907835,325.532787587054,343.291064998073,429.026761459215,514.794009700709,429.11793481551,437.783101986485,478.146685649658,494.022718828215,436.278326806943,491.561128904481,553.800458174309,573.722310396993,463.596206364685
ENSG00000079739,P36871,PGM1,ENSMUSG00000025791,Pgm1,Q9D0F9,167.1,94.9,167.1,187.3,169.3,168.3,161.0,133.8,157.8,155.4,384.2,380.3,553.8,465.0,462.7,411.7,378.7,382.7,307.1,501.6,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,35,5581.50334337027,5707.10287165011,4410.91989370362,4976.3849501578,3177.0994487659,2651.31889923297,2943.50178479149,2726.70926278553,3487.30571935809,2499.30143684593,2066.90402491789,2886.0182443223,2313.994171639,2756.54626148359
ENSG00000079739,P36871,PGM1,ENSMUSG00000025791,Pgm1,Q9D0F9,167.1,94.9,167.1,187.3,169.3,168.3,161.0,133.8,157.8,155.4,384.2,380.3,553.8,465.0,462.7,411.7,378.7,382.7,307.1,501.6,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,35,5581.50334337027,5707.10287165011,4410.91989370362,4976.3849501578,3177.0994487659,2651.31889923297,2943.50178479149,2726.70926278553,3487.30571935809,2499.30143684593,2066.90402491789,2886.0182443223,2313.994171639,2756.54626148359
ENSG00000084754,P40939,HADHA,ENSMUSG00000025745,Hadha,Q8BMS1,241.5,166.4,218.2,258.3,242.6,242.4,224.6,204.6,225.2,224.8,185.1,174.7,203.5,188.8,216.0,192.7,162.5,168.5,158.5,231.8,"Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Hadha PE=1 SV=1",19,6996.76033413505,7499.431676116,6378.6279619595,7368.78602754999,4349.99416000324,4975.6501817808,4553.33638486869,4574.02948601458,4765.37814104917,3823.17739470334,3187.33658855613,3959.16813282067,3766.40450264635,4444.8005021525
ENSG00000084754,P40939,HADHA,ENSMUSG00000025745,Hadha,Q8BMS1,241.5,166.4,218.2,258.3,242.6,242.4,224.6,204.6,225.2,224.8,185.1,174.7,203.5,188.8,216.0,192.7,162.5,168.5,158.5,231.8,"Trifunctional enzyme subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Hadha PE=1 SV=1",19,6996.76033413505,7499.431676116,6378.6279619595,7368.78602754999,4349.99416000324,4975.6501817808,4553.33638486869,4574.02948601458,4765.37814104917,3823.17739470334,3187.33658855613,3959.16813282067,3766.40450264635,4444.8005021525
ENSG00000103269,O75783,RHBDL1,ENSMUSG00000025735,Rhbdl1,Q8VC82,,,,,,,,,,,306.8,344.6,279.9,285.2,206.1,259.6,210.5,330.3,174.1,438.3,Rhomboid-related protein 1 OS=Mus musculus OX=10090 GN=Rhbdl1 PE=2 SV=1,2,11.270743914123,14.9066918893947,41.167102245965,16.5813056538117,105.386628801187,152.173191316886,81.321468101285,150.021933730266,169.098678624457,68.6726055673903,115.675750610391,62.039293191151,123.793765504995,191.113569205221
ENSG00000175866,Q9UQB8,BAIAP2,ENSMUSG00000025372,Baiap2,Q8BKX1,34.4,19.1,37.6,44.9,39.2,41.2,38.2,29.8,29.7,30.0,22.6,22.4,40.9,29.1,30.0,28.2,16.3,22.7,18.0,26.8,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=2,7,889.111205237453,819.238539910624,804.833039488561,1060.03519199376,1259.75265035421,991.15417440301,867.408920513318,950.840230243351,1140.68463968185,1245.03443332421,1600.57171240998,1543.92379466437,1852.81411234546,1594.25751152009
ENSG00000175866,Q9UQB8,BAIAP2,ENSMUSG00000025372,Baiap2,Q8BKX1,34.4,19.1,37.6,44.9,39.2,41.2,38.2,29.8,29.7,30.0,22.6,22.4,40.9,29.1,30.0,28.2,16.3,22.7,18.0,26.8,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=2,7,889.111205237453,819.238539910624,804.833039488561,1060.03519199376,1259.75265035421,991.15417440301,867.408920513318,950.840230243351,1140.68463968185,1245.03443332421,1600.57171240998,1543.92379466437,1852.81411234546,1594.25751152009
ENSG00000182199,P34897,SHMT2,ENSMUSG00000025403,Shmt2,Q9CZN7,120.0,69.6,109.5,116.1,108.8,111.7,106.6,84.7,114.3,91.5,131.6,117.5,164.4,144.7,153.2,148.1,96.5,133.7,111.5,167.8,"Serine hydroxymethyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Shmt2 PE=1 SV=1",34,4641.8476655461,4176.02554972681,3992.25911326124,5251.62832322043,4247.28607445114,4547.45383904658,4155.04334468826,4174.23912009392,5248.85542825924,4510.82310184171,4146.51325689786,4108.34222487474,4810.61510490841,4884.32445090963
ENSG00000182199,P34897,SHMT2,ENSMUSG00000025403,Shmt2,Q9CZN7,120.0,69.6,109.5,116.1,108.8,111.7,106.6,84.7,114.3,91.5,131.6,117.5,164.4,144.7,153.2,148.1,96.5,133.7,111.5,167.8,"Serine hydroxymethyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Shmt2 PE=1 SV=1",34,4641.8476655461,4176.02554972681,3992.25911326124,5251.62832322043,4247.28607445114,4547.45383904658,4155.04334468826,4174.23912009392,5248.85542825924,4510.82310184171,4146.51325689786,4108.34222487474,4810.61510490841,4884.32445090963
ENSG00000182208,Q70IA6,MOB2,ENSMUSG00000025147,Mob2,Q8VI63,38.1,19.9,36.6,45.0,31.9,37.6,43.0,30.1,31.6,35.4,16.4,14.1,29.3,19.7,19.2,19.5,19.5,18.5,14.0,26.9,MOB kinase activator 2 OS=Mus musculus OX=10090 GN=Mob2 PE=1 SV=1,3,302.983518577115,389.63579265838,381.038825146002,447.098834224023,313.164242469116,387.677160510157,299.115042457653,349.226749934115,392.866997484589,280.595991237669,231.029305936572,336.952606071964,284.81099873834,285.743247400142
ENSG00000185624,P07237,P4HB,ENSMUSG00000025130,P4hb,P09103,358.7,220.9,336.0,339.4,320.6,339.5,337.0,278.7,244.6,266.8,171.6,158.1,211.5,172.7,161.3,139.5,132.6,146.3,99.7,233.4,Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2,11,24379.4836999288,23143.2244530238,17310.2624302947,25183.9874249964,32815.3479636167,30168.1449162377,32862.2327277144,21660.3044670681,29358.9324477432,28127.2471153442,38315.4605116408,33617.9397996889,29127.9295872368,27473.1934257708
ENSG00000185624,P07237,P4HB,ENSMUSG00000025130,P4hb,P09103,358.7,220.9,336.0,339.4,320.6,339.5,337.0,278.7,244.6,266.8,171.6,158.1,211.5,172.7,161.3,139.5,132.6,146.3,99.7,233.4,Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2,11,24379.4836999288,23143.2244530238,17310.2624302947,25183.9874249964,32815.3479636167,30168.1449162377,32862.2327277144,21660.3044670681,29358.9324477432,28127.2471153442,38315.4605116408,33617.9397996889,29127.9295872368,27473.1934257708
ENSG00000185664,P40967,PMEL,ENSMUSG00000025359,Pmel,Q60696,88.7,58.7,77.2,163.0,86.3,98.8,99.6,84.4,83.3,84.4,,,,,,,,,,,Melanocyte protein PMEL OS=Mus musculus OX=10090 GN=Pmel PE=1 SV=1,1,7.97949338880654,2.6029524870129,5.45954926981861,3.619213720484,2.05606672279542,6.91901779633091,6.81936439624095,7.30158359844611,7.05363067547429,19.0439440730843,2.04317450774723,4.16180084467169,2.7766948024388,5.23670113277315
ENSG00000185813,Q99447,PCYT2,ENSMUSG00000025137,Pcyt2,Q922E4,52.8,26.8,59.6,57.4,54.0,50.2,56.6,44.0,53.8,46.3,115.7,119.5,189.8,129.9,150.7,124.5,104.4,114.0,103.0,151.4,Ethanolamine-phosphate cytidylyltransferase OS=Mus musculus OX=10090 GN=Pcyt2 PE=1 SV=1,17,6668.80862269371,6480.94191442858,4901.50925638368,8106.51320800181,16540.349751468,25175.3552830032,18844.4106396192,20975.8743372438,20189.0524798673,15917.207334184,20442.2244708965,13610.2684713594,22303.1010698768,20682.5860117285
ENSG00000185813,Q99447,PCYT2,ENSMUSG00000025137,Pcyt2,Q922E4,52.8,26.8,59.6,57.4,54.0,50.2,56.6,44.0,53.8,46.3,115.7,119.5,189.8,129.9,150.7,124.5,104.4,114.0,103.0,151.4,Ethanolamine-phosphate cytidylyltransferase OS=Mus musculus OX=10090 GN=Pcyt2 PE=1 SV=1,17,6668.80862269371,6480.94191442858,4901.50925638368,8106.51320800181,16540.349751468,25175.3552830032,18844.4106396192,20975.8743372438,20189.0524798673,15917.207334184,20442.2244708965,13610.2684713594,22303.1010698768,20682.5860117285
ENSG00000187531,Q9NRC8,SIRT7,ENSMUSG00000025138,Sirt7,Q8BKJ9,40.5,31.6,91.3,108.6,80.4,77.5,87.2,42.7,89.7,59.9,39.3,34.3,102.2,67.0,86.3,85.1,84.6,64.8,81.5,81.7,NAD-dependent protein deacetylase sirtuin-7 OS=Mus musculus OX=10090 GN=Sirt7 PE=1 SV=2,2,841.065185806067,537.887753653037,687.063643703704,1010.49929376003,1141.75911076756,1800.02527458735,1272.46030997334,1326.6714655664,1560.76093828733,1188.24682040925,1236.4415036064,1127.33218844259,1457.12171065457,1361.95776313113
ENSG00000189221,P21397,MAOA,ENSMUSG00000025037,Maoa,Q64133,42.7,20.4,41.5,66.1,36.3,54.0,56.1,36.9,33.9,34.5,52.3,60.3,75.6,60.6,60.9,50.8,56.3,43.4,43.7,67.1,Amine oxidase [flavin-containing] A OS=Mus musculus OX=10090 GN=Maoa PE=1 SV=3,11,296.814437985823,263.962883255217,344.643490936038,201.136251578286,246.200488633765,172.157287586324,220.531443895473,169.192998976049,185.898535513744,182.678674241144,174.421177475877,232.483621373791,156.965433567002,191.830467539037
ENSG00000189221,P21397,MAOA,ENSMUSG00000025037,Maoa,Q64133,42.7,20.4,41.5,66.1,36.3,54.0,56.1,36.9,33.9,34.5,52.3,60.3,75.6,60.6,60.9,50.8,56.3,43.4,43.7,67.1,Amine oxidase [flavin-containing] A OS=Mus musculus OX=10090 GN=Maoa PE=1 SV=3,11,296.814437985823,263.962883255217,344.643490936038,201.136251578286,246.200488633765,172.157287586324,220.531443895473,169.192998976049,185.898535513744,182.678674241144,174.421177475877,232.483621373791,156.965433567002,191.830467539037
ENSG00000196865,Q8NBF2,NHLRC2,ENSMUSG00000025078,Nhlrc2,Q8BZW8,54.7,32.6,59.7,65.0,58.8,62.2,65.9,45.8,51.4,54.8,70.2,61.4,104.6,86.2,99.1,95.5,69.7,80.3,55.2,95.2,NHL repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Nhlrc2 PE=1 SV=1,7,752.024928839337,804.829360360647,368.333855405041,606.049254320769,637.176767854773,1046.60092201383,796.168567206323,564.02948980244,1002.21552489143,390.970485623484,295.627835797343,372.215510431883,419.527541537247,437.14218678966
ENSG00000196865,Q8NBF2,NHLRC2,ENSMUSG00000025078,Nhlrc2,Q8BZW8,54.7,32.6,59.7,65.0,58.8,62.2,65.9,45.8,51.4,54.8,70.2,61.4,104.6,86.2,99.1,95.5,69.7,80.3,55.2,95.2,NHL repeat-containing protein 2 OS=Mus musculus OX=10090 GN=Nhlrc2 PE=1 SV=1,7,752.024928839337,804.829360360647,368.333855405041,606.049254320769,637.176767854773,1046.60092201383,796.168567206323,564.02948980244,1002.21552489143,390.970485623484,295.627835797343,372.215510431883,419.527541537247,437.14218678966
ENSG00000197142,Q9ULC5,ACSL5,ENSMUSG00000024981,Acsl5,Q8JZR0,234.5,150.6,114.8,415.5,128.2,254.6,254.3,194.6,126.8,196.6,302.8,324.8,559.4,397.4,315.3,294.8,241.1,312.3,140.5,347.5,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus OX=10090 GN=Acsl5 PE=1 SV=1,14,13049.0877230669,12568.9199629768,9548.38323002854,9010.86220500544,8582.66000729199,5090.50258488067,7840.02194606032,5513.5370293978,7522.86300480607,9054.35702594916,6921.49864015889,10142.7791390228,7454.5360820532,8702.86198771482
ENSG00000197142,Q9ULC5,ACSL5,ENSMUSG00000024981,Acsl5,Q8JZR0,234.5,150.6,114.8,415.5,128.2,254.6,254.3,194.6,126.8,196.6,302.8,324.8,559.4,397.4,315.3,294.8,241.1,312.3,140.5,347.5,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus OX=10090 GN=Acsl5 PE=1 SV=1,14,13049.0877230669,12568.9199629768,9548.38323002854,9010.86220500544,8582.66000729199,5090.50258488067,7840.02194606032,5513.5370293978,7522.86300480607,9054.35702594916,6921.49864015889,10142.7791390228,7454.5360820532,8702.86198771482
ENSG00000197728,P62854,RPS26,ENSMUSG00000025362,Rps26,P62855,132.4,81.9,155.7,162.0,140.7,146.3,131.9,105.8,128.9,117.9,77.3,81.6,119.2,85.2,109.9,90.1,78.0,86.7,81.5,128.6,40S ribosomal protein S26 OS=Mus musculus OX=10090 GN=Rps26 PE=1 SV=3,14,2764.32610420817,3113.6069180405,2654.90382160203,3350.35717399243,5510.1725199052,3931.16961579072,5428.25091009088,4789.84884638007,4676.36601929041,5279.23651406723,5933.99652373217,5392.48748273167,4382.1007261582,4535.85517058857
ENSG00000197728,P62854,RPS26,ENSMUSG00000025362,Rps26,P62855,132.4,81.9,155.7,162.0,140.7,146.3,131.9,105.8,128.9,117.9,77.3,81.6,119.2,85.2,109.9,90.1,78.0,86.7,81.5,128.6,40S ribosomal protein S26 OS=Mus musculus OX=10090 GN=Rps26 PE=1 SV=3,14,2764.32610420817,3113.6069180405,2654.90382160203,3350.35717399243,5510.1725199052,3931.16961579072,5428.25091009088,4789.84884638007,4676.36601929041,5279.23651406723,5933.99652373217,5392.48748273167,4382.1007261582,4535.85517058857
